CODIGO;VIVIENDA TURISTICA;PLAZAS;PLAZA POR VIVIENDA TURISTICA;PORCENTAJE VIVIENDA TURISTICA;PROV;PROV_LITERAL;MUN;MUN_LITERAL
2006301002;2;7;3,5;0,6;20;Gipuzkoa;20063;Oiartzun
2006301003;3;22;7,3;0,6;20;Gipuzkoa;20063;Oiartzun
2006301004;0;0;;0,0;20;Gipuzkoa;20063;Oiartzun
2006301005;13;56;4,3;4,2;20;Gipuzkoa;20063;Oiartzun
2006301006;3;12;4,0;0,5;20;Gipuzkoa;20063;Oiartzun
2006301007;2;16;8,0;0,3;20;Gipuzkoa;20063;Oiartzun
2006401001;3;12;4,0;0,9;20;Gipuzkoa;20064;Pasaia
2006401002;1;5;5,0;0,2;20;Gipuzkoa;20064;Pasaia
2006402001;5;21;4,2;1,3;20;Gipuzkoa;20064;Pasaia
2006402002;2;8;4,0;0,5;20;Gipuzkoa;20064;Pasaia
2006402003;0;0;;0,0;20;Gipuzkoa;20064;Pasaia
2006402009;0;0;;0,0;20;Gipuzkoa;20064;Pasaia
2006403001;2;7;3,5;0,2;20;Gipuzkoa;20064;Pasaia
2006403002;0;0;;0,0;20;Gipuzkoa;20064;Pasaia
2006403003;0;0;;0,0;20;Gipuzkoa;20064;Pasaia
2006404001;0;0;;0,0;20;Gipuzkoa;20064;Pasaia
2006404002;0;0;;0,0;20;Gipuzkoa;20064;Pasaia
2006404003;1;6;6,0;0,3;20;Gipuzkoa;20064;Pasaia
2006404004;2;16;8,0;0,2;20;Gipuzkoa;20064;Pasaia
2006404005;0;0;;0,0;20;Gipuzkoa;20064;Pasaia
2006501001;0;0;;0,0;20;Gipuzkoa;20065;Soraluze/Placencia de las Armas
2006501002;0;0;;0,0;20;Gipuzkoa;20065;Soraluze/Placencia de las Armas
2006502001;0;0;;0,0;20;Gipuzkoa;20065;Soraluze/Placencia de las Armas
2006601001;1;6;6,0;0,3;20;Gipuzkoa;20066;Errezil
2006701001;1;2;2,0;0,3;20;Gipuzkoa;20067;Errenteria
2006701002;1;5;5,0;0,1;20;Gipuzkoa;20067;Errenteria
2006701003;1;2;2,0;0,2;20;Gipuzkoa;20067;Errenteria
2006701004;2;5;2,5;0,2;20;Gipuzkoa;20067;Errenteria
2006701005;1;2;2,0;0,2;20;Gipuzkoa;20067;Errenteria
2006701006;1;2;2,0;0,1;20;Gipuzkoa;20067;Errenteria
2006701007;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701008;1;2;2,0;0,3;20;Gipuzkoa;20067;Errenteria
2006701009;1;6;6,0;0,1;20;Gipuzkoa;20067;Errenteria
2006701010;3;11;3,7;1,0;20;Gipuzkoa;20067;Errenteria
2006701011;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701013;1;5;5,0;0,2;20;Gipuzkoa;20067;Errenteria
2006701014;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701015;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701016;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701017;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701018;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701019;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701020;1;4;4,0;0,2;20;Gipuzkoa;20067;Errenteria
2006701022;1;2;2,0;0,1;20;Gipuzkoa;20067;Errenteria
2006701023;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701024;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701025;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701026;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701027;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701028;1;3;3,0;0,2;20;Gipuzkoa;20067;Errenteria
2006701029;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701030;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701032;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701033;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701034;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701035;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006701036;0;0;;0,0;20;Gipuzkoa;20067;Errenteria
2006801001;0;0;;0,0;20;Gipuzkoa;20068;Leintz-Gatzaga
2006901001;22;86;3,9;5,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006901002;14;56;4,0;3,1;20;Gipuzkoa;20069;Donostia-San Sebastián
2006901003;28;102;3,6;3,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006901005;38;152;4,0;5,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006901006;21;78;3,7;3,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006901007;25;82;3,3;5,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902001;21;85;4,0;4,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902002;46;194;4,2;4,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902004;31;124;4,0;3,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902005;21;88;4,2;3,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902006;16;84;5,3;2,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902007;37;197;5,3;5,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902008;25;144;5,8;3,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006902009;25;105;4,2;5,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903001;10;49;4,9;1,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903002;18;72;4,0;3,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903003;24;111;4,6;4,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903004;27;115;4,3;5,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903005;9;31;3,4;1,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903006;4;12;3,0;0,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903007;15;65;4,3;4,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903008;19;73;3,8;4,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903009;3;12;4,0;0,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903010;4;16;4,0;0,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903011;6;29;4,8;0,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903012;9;32;3,6;1,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903013;7;30;4,3;1,1;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903014;4;11;2,8;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903015;2;7;3,5;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903016;3;12;4,0;0,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903017;2;9;4,5;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903018;3;13;4,3;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903019;3;9;3,0;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903020;5;17;3,4;0,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903021;2;6;3,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903022;1;2;2,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903023;3;8;2,7;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903024;6;16;2,7;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903025;3;5;1,7;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903026;1;2;2,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903027;3;14;4,7;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903028;3;13;4,3;0,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903029;2;9;4,5;0,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903030;2;9;4,5;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903031;7;25;3,6;0,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006903032;3;9;3,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904001;31;123;4,0;4,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904002;26;119;4,6;5,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904003;20;81;4,1;3,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904004;12;47;3,9;2,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904005;6;30;5,0;1,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904006;13;50;3,8;2,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904007;25;97;3,9;3,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904008;6;35;5,8;0,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904009;2;4;2,0;0,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904010;11;36;3,3;1,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904011;4;16;4,0;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904012;2;4;2,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904013;13;45;3,5;2,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904014;7;18;2,6;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904015;2;8;4,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904016;1;4;4,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904017;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904018;4;10;2,5;0,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904019;9;35;3,9;3,1;20;Gipuzkoa;20069;Donostia-San Sebastián
2006904020;2;6;3,0;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905001;24;102;4,3;3,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905002;35;149;4,3;5,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905003;14;54;3,9;2,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905004;17;65;3,8;3,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905005;11;49;4,5;2,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905006;11;53;4,8;2,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905007;18;48;2,7;3,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905008;8;24;3,0;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905009;8;28;3,5;1,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905010;4;15;3,8;0,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905011;5;19;3,8;1,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905012;9;32;3,6;1,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905013;12;33;2,8;2,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006905014;10;38;3,8;1,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906001;42;194;4,6;7,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906002;16;82;5,1;1,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906003;1;7;7,0;0,1;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906004;4;12;3,0;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906005;7;29;4,1;0,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906006;6;31;5,2;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906007;25;138;5,5;3,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906008;4;14;3,5;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906009;3;24;8,0;1,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906010;2;4;2,0;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906011;3;33;11,0;0,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906012;11;63;5,7;1,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906013;5;22;4,4;1,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906014;7;35;5,0;0,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906015;22;111;5,0;5,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906016;1;2;2,0;0,1;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906017;3;14;4,7;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906018;9;50;5,6;1,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906019;2;9;4,5;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906020;8;45;5,6;0,7;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906021;7;31;4,4;0,8;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906022;2;8;4,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906023;2;5;2,5;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906024;10;49;4,9;0,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906025;2;8;4,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906026;4;19;4,8;0,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006906027;11;45;4,1;3,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907001;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907002;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907003;3;20;6,7;0,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907004;1;3;3,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907005;2;6;3,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907006;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907007;1;6;6,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907008;3;13;4,3;0,9;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907009;1;10;10,0;0,3;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907010;1;4;4,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907011;2;8;4,0;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907012;5;12;2,4;1,6;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907013;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907014;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907015;4;20;5,0;0,5;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907016;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907017;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907018;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907019;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907020;1;6;6,0;0,1;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907021;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907022;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907023;1;5;5,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907024;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907025;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907026;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907027;1;2;2,0;0,1;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907028;2;7;3,5;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907029;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907030;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907031;2;7;3,5;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907032;0;0;;0,0;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907033;3;6;2,0;0,4;20;Gipuzkoa;20069;Donostia-San Sebastián
2006907034;1;4;4,0;0,2;20;Gipuzkoa;20069;Donostia-San Sebastián
2007001001;1;5;5,0;0,1;20;Gipuzkoa;20070;Segura
2007101001;1;6;6,0;0,3;20;Gipuzkoa;20071;Tolosa
2007101002;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007101003;1;4;4,0;0,2;20;Gipuzkoa;20071;Tolosa
2007101004;1;4;4,0;0,1;20;Gipuzkoa;20071;Tolosa
2007102001;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007102002;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007102003;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007102004;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007102005;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007103001;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007103002;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007103003;0;0;;0,0;20;Gipuzkoa;20071;Tolosa
2007104001;1;3;3,0;0,1;20;Gipuzkoa;20071;Tolosa
2007201001;0;0;;0,0;20;Gipuzkoa;20072;Urnieta
2007201002;9;21;2,3;1,3;20;Gipuzkoa;20072;Urnieta
2007201003;3;6;2,0;0,3;20;Gipuzkoa;20072;Urnieta
2007201004;4;8;2,0;0,6;20;Gipuzkoa;20072;Urnieta
2007301001;1;4;4,0;0,1;20;Gipuzkoa;20073;Usurbil
2007301002;2;14;7,0;0,4;20;Gipuzkoa;20073;Usurbil
2007301003;2;5;2,5;0,2;20;Gipuzkoa;20073;Usurbil
2007301004;1;4;4,0;0,3;20;Gipuzkoa;20073;Usurbil
2007401001;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007401002;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007401003;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007401004;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007401005;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007402001;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007402002;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007402003;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007402004;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007403001;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007403002;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007403003;0;0;;0,0;20;Gipuzkoa;20074;Bergara
2007501001;1;3;3,0;0,1;20;Gipuzkoa;20075;Villabona
2007501002;0;0;;0,0;20;Gipuzkoa;20075;Villabona
2007501003;0;0;;0,0;20;Gipuzkoa;20075;Villabona
2007601001;1;5;5,0;0,2;20;Gipuzkoa;20076;Ordizia
2007601002;1;4;4,0;0,2;20;Gipuzkoa;20076;Ordizia
2007601003;0;0;;0,0;20;Gipuzkoa;20076;Ordizia
2007601004;0;0;;0,0;20;Gipuzkoa;20076;Ordizia
2007601005;0;0;;0,0;20;Gipuzkoa;20076;Ordizia
2007601006;0;0;;0,0;20;Gipuzkoa;20076;Ordizia
2007601007;0;0;;0,0;20;Gipuzkoa;20076;Ordizia
2007701001;0;0;;0,0;20;Gipuzkoa;20077;Urretxu
2007701002;0;0;;0,0;20;Gipuzkoa;20077;Urretxu
2007701003;0;0;;0,0;20;Gipuzkoa;20077;Urretxu
2007701004;0;0;;0,0;20;Gipuzkoa;20077;Urretxu
2007701005;0;0;;0,0;20;Gipuzkoa;20077;Urretxu
2007701006;0;0;;0,0;20;Gipuzkoa;20077;Urretxu
2007801001;0;0;;0,0;20;Gipuzkoa;20078;Zaldibia
2007801002;1;2;2,0;0,8;20;Gipuzkoa;20078;Zaldibia
2007901001;14;63;4,5;1,3;20;Gipuzkoa;20079;Zarautz
2007901002;11;53;4,8;1,3;20;Gipuzkoa;20079;Zarautz
2007901003;5;16;3,2;0,8;20;Gipuzkoa;20079;Zarautz
2007902001;16;87;5,4;1,7;20;Gipuzkoa;20079;Zarautz
2007902002;9;36;4,0;0,8;20;Gipuzkoa;20079;Zarautz
2007902003;10;47;4,7;1,4;20;Gipuzkoa;20079;Zarautz
2007902004;2;6;3,0;0,3;20;Gipuzkoa;20079;Zarautz
2007902005;0;0;;0,0;20;Gipuzkoa;20079;Zarautz
2007902006;3;14;4,7;0,5;20;Gipuzkoa;20079;Zarautz
2007902007;11;58;5,3;1,6;20;Gipuzkoa;20079;Zarautz
2007902008;27;142;5,3;1,4;20;Gipuzkoa;20079;Zarautz
2007902009;1;6;6,0;0,2;20;Gipuzkoa;20079;Zarautz
2007902010;7;41;5,9;1,0;20;Gipuzkoa;20079;Zarautz
2007902011;11;47;4,3;2,5;20;Gipuzkoa;20079;Zarautz
2008001001;0;0;;0,0;20;Gipuzkoa;20080;Zumarraga
2008001002;0;0;;0,0;20;Gipuzkoa;20080;Zumarraga
2008001003;0;0;;0,0;20;Gipuzkoa;20080;Zumarraga
2008001004;0;0;;0,0;20;Gipuzkoa;20080;Zumarraga
2008001005;0;0;;0,0;20;Gipuzkoa;20080;Zumarraga
2008001006;0;0;;0,0;20;Gipuzkoa;20080;Zumarraga
2008001007;1;5;5,0;0,4;20;Gipuzkoa;20080;Zumarraga
2008001008;0;0;;0,0;20;Gipuzkoa;20080;Zumarraga
2008101001;12;60;5,0;1,0;20;Gipuzkoa;20081;Zumaia
2008101002;2;11;5,5;0,2;20;Gipuzkoa;20081;Zumaia
2008101003;2;11;5,5;0,6;20;Gipuzkoa;20081;Zumaia
2008101004;10;46;4,6;1,3;20;Gipuzkoa;20081;Zumaia
2008101005;5;25;5,0;1,2;20;Gipuzkoa;20081;Zumaia
2008101006;5;22;4,4;0,6;20;Gipuzkoa;20081;Zumaia
2090101001;1;3;3,0;0,1;20;Gipuzkoa;20901;Mendaro
2090201001;6;12;2,0;1,6;20;Gipuzkoa;20902;Lasarte-Oria
2090201002;0;0;;0,0;20;Gipuzkoa;20902;Lasarte-Oria
2090201003;0;0;;0,0;20;Gipuzkoa;20902;Lasarte-Oria
2090201004;1;8;8,0;0,1;20;Gipuzkoa;20902;Lasarte-Oria
2090201005;1;5;5,0;0,3;20;Gipuzkoa;20902;Lasarte-Oria
2090201006;1;4;4,0;0,1;20;Gipuzkoa;20902;Lasarte-Oria
2090201007;0;0;;0,0;20;Gipuzkoa;20902;Lasarte-Oria
2090201008;0;0;;0,0;20;Gipuzkoa;20902;Lasarte-Oria
2090201009;1;5;5,0;0,1;20;Gipuzkoa;20902;Lasarte-Oria
2090201010;0;0;;0,0;20;Gipuzkoa;20902;Lasarte-Oria
2090201011;2;8;4,0;0,2;20;Gipuzkoa;20902;Lasarte-Oria
2090201012;0;0;;0,0;20;Gipuzkoa;20902;Lasarte-Oria
2090201013;0;0;;0,0;20;Gipuzkoa;20902;Lasarte-Oria
2090301001;1;2;2,0;0,2;20;Gipuzkoa;20903;Astigarraga
2090301002;1;5;5,0;0,1;20;Gipuzkoa;20903;Astigarraga
2090301003;0;0;;0,0;20;Gipuzkoa;20903;Astigarraga
2090401001;2;3;1,5;3,5;20;Gipuzkoa;20904;Baliarrain
2090501001;0;0;;0,0;20;Gipuzkoa;20905;Orendain
2090601001;0;0;;0,0;20;Gipuzkoa;20906;Altzaga
2090701001;0;0;;0,0;20;Gipuzkoa;20907;Gaztelu
2100101001;5;28;5,6;0,7;21;Huelva;21001;Alájar
2100201001;3;14;4,7;0,3;21;Huelva;21002;Aljaraque
2100201002;2;6;3,0;0,2;21;Huelva;21002;Aljaraque
2100201003;0;0;;0,0;21;Huelva;21002;Aljaraque
2100201004;0;0;;0,0;21;Huelva;21002;Aljaraque
2100201005;0;0;;0,0;21;Huelva;21002;Aljaraque
2100201006;1;2;2,0;0,2;21;Huelva;21002;Aljaraque
2100202001;0;0;;0,0;21;Huelva;21002;Aljaraque
2100202002;1;8;8,0;0,2;21;Huelva;21002;Aljaraque
2100202003;0;0;;0,0;21;Huelva;21002;Aljaraque
2100202004;1;4;4,0;0,2;21;Huelva;21002;Aljaraque
2100202005;0;0;;0,0;21;Huelva;21002;Aljaraque
2100301001;0;0;;0,0;21;Huelva;21003;Almendro, El
2100401001;3;12;4,0;0,3;21;Huelva;21004;Almonaster la Real
2100402001;2;20;10,0;0,3;21;Huelva;21004;Almonaster la Real
2100501001;1;6;6,0;0,1;21;Huelva;21005;Almonte
2100501002;2;9;4,5;0,5;21;Huelva;21005;Almonte
2100501003;0;0;;0,0;21;Huelva;21005;Almonte
2100501004;0;0;;0,0;21;Huelva;21005;Almonte
2100502001;2;10;5,0;0,6;21;Huelva;21005;Almonte
2100502002;1;8;8,0;0,1;21;Huelva;21005;Almonte
2100502003;0;0;;0,0;21;Huelva;21005;Almonte
2100503001;2;7;3,5;0,2;21;Huelva;21005;Almonte
2100503002;1;16;16,0;0,2;21;Huelva;21005;Almonte
2100503003;23;196;8,5;0,9;21;Huelva;21005;Almonte
2100503004;2;16;8,0;0,3;21;Huelva;21005;Almonte
2100503005;123;694;5,6;2,8;21;Huelva;21005;Almonte
2100601001;0;0;;0,0;21;Huelva;21006;Alosno
2100601002;0;0;;0,0;21;Huelva;21006;Alosno
2100602001;0;0;;0,0;21;Huelva;21006;Alosno
2100602002;0;0;;0,0;21;Huelva;21006;Alosno
2100701001;2;8;4,0;0,3;21;Huelva;21007;Aracena
2100701002;6;42;7,0;1,0;21;Huelva;21007;Aracena
2100702001;6;30;5,0;1,0;21;Huelva;21007;Aracena
2100703001;1;10;10,0;0,2;21;Huelva;21007;Aracena
2100703002;1;4;4,0;0,2;21;Huelva;21007;Aracena
2100703003;8;42;5,3;0,5;21;Huelva;21007;Aracena
2100801001;2;14;7,0;0,2;21;Huelva;21008;Aroche
2100802001;3;20;6,7;0,5;21;Huelva;21008;Aroche
2100803001;0;0;;0,0;21;Huelva;21008;Aroche
2100901001;2;12;6,0;0,3;21;Huelva;21009;Arroyomolinos de León
2101001001;35;147;4,2;5,3;21;Huelva;21010;Ayamonte
2101001002;16;61;3,8;2,0;21;Huelva;21010;Ayamonte
2101001003;11;59;5,4;0,8;21;Huelva;21010;Ayamonte
2101001004;18;87;4,8;2,7;21;Huelva;21010;Ayamonte
2101001005;178;984;5,5;6,7;21;Huelva;21010;Ayamonte
2101002001;12;63;5,3;1,9;21;Huelva;21010;Ayamonte
2101002002;2;12;6,0;0,4;21;Huelva;21010;Ayamonte
2101002003;3;21;7,0;0,3;21;Huelva;21010;Ayamonte
2101002004;2;10;5,0;0,5;21;Huelva;21010;Ayamonte
2101002005;2;10;5,0;0,4;21;Huelva;21010;Ayamonte
2101003001;359;1847;5,1;7,7;21;Huelva;21010;Ayamonte
2101003002;3;16;5,3;0,2;21;Huelva;21010;Ayamonte
2101003003;9;59;6,6;1,4;21;Huelva;21010;Ayamonte
2101101001;0;0;;0,0;21;Huelva;21011;Beas
2101101002;0;0;;0,0;21;Huelva;21011;Beas
2101101003;1;8;8,0;0,1;21;Huelva;21011;Beas
2101201001;0;0;;0,0;21;Huelva;21012;Berrocal
2101301001;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
2101301002;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
2101302001;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
2101302002;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
2101303001;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
2101303002;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
2101304001;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
2101305001;0;0;;0,0;21;Huelva;21013;Bollullos Par del Condado
