CODIGO;NUM_VIVIENDA_TURISTICA;TOTAL_PLAZAS;RATIO_PLAZA_POR_VIVIENDA_TURISTICA;PORCENTAJE_VIVIENDAS_TURISTICAS;MUN;MUN_LITERAL
4600101001;1;4;4,0;0,1;46001;Ademuz
4600201001;18;88;4,9;2,2;46002;Ador
4600301001;3;21;7,0;0,4;46003;Atzeneta d'Albaida
4600401001;5;35;7,0;0,4;46004;Agullent
4600501001;1;2;2,0;0,2;46005;Alaquàs
4600501002;0;0;;0,0;46005;Alaquàs
4600501003;1;2;2,0;0,3;46005;Alaquàs
4600501004;0;0;;0,0;46005;Alaquàs
4600501005;1;2;2,0;0,1;46005;Alaquàs
4600501006;1;2;2,0;0,2;46005;Alaquàs
4600501007;0;0;;0,0;46005;Alaquàs
4600501008;0;0;;0,0;46005;Alaquàs
4600501009;0;0;;0,0;46005;Alaquàs
4600501010;0;0;;0,0;46005;Alaquàs
4600502001;0;0;;0,0;46005;Alaquàs
4600502002;0;0;;0,0;46005;Alaquàs
4600502003;1;4;4,0;0,2;46005;Alaquàs
4600502004;0;0;;0,0;46005;Alaquàs
4600502005;1;6;6,0;0,1;46005;Alaquàs
4600502006;0;0;;0,0;46005;Alaquàs
4600502007;0;0;;0,0;46005;Alaquàs
4600503001;0;0;;0,0;46005;Alaquàs
4600503002;0;0;;0,0;46005;Alaquàs
4600503003;0;0;;0,0;46005;Alaquàs
4600503004;0;0;;0,0;46005;Alaquàs
4600503005;0;0;;0,0;46005;Alaquàs
4600601001;0;0;;0,0;46006;Albaida
4600601002;1;3;3,0;0,2;46006;Albaida
4600601003;0;0;;0,0;46006;Albaida
4600601004;2;9;4,5;0,5;46006;Albaida
4600601005;1;10;10,0;0,2;46006;Albaida
4600601006;0;0;;0,0;46006;Albaida
4600601007;0;0;;0,0;46006;Albaida
4600701001;1;1;1,0;0,1;46007;Albal
4600701002;0;0;;0,0;46007;Albal
4600701003;2;4;2,0;0,2;46007;Albal
4600701004;0;0;;0,0;46007;Albal
4600702001;0;0;;0,0;46007;Albal
4600702002;0;0;;0,0;46007;Albal
4600702003;1;3;3,0;0,1;46007;Albal
4600703001;0;0;;0,0;46007;Albal
4600704001;0;0;;0,0;46007;Albal
4600801001;0;0;;0,0;46008;Albalat de la Ribera
4600801002;0;0;;0,0;46008;Albalat de la Ribera
4600901001;1;2;2,0;0,2;46009;Albalat dels Sorells
4600901002;2;8;4,0;0,3;46009;Albalat dels Sorells
4600901003;5;16;3,2;0,6;46009;Albalat dels Sorells
4601001001;4;42;10,5;0,2;46010;Albalat dels Tarongers
4601101001;0;0;;0,0;46011;Alberic
4601101002;0;0;;0,0;46011;Alberic
4601101003;0;0;;0,0;46011;Alberic
4601101004;1;20;20,0;0,2;46011;Alberic
4601101005;0;0;;0,0;46011;Alberic
4601101006;7;44;6,3;0,5;46011;Alberic
4601101007;0;0;;0,0;46011;Alberic
4601201001;10;35;3,5;1,0;46012;Alborache
4601301001;2;4;2,0;0,2;46013;Alboraya
4601301002;0;0;;0,0;46013;Alboraya
4601301003;0;0;;0,0;46013;Alboraya
4601301004;1;5;5,0;0,1;46013;Alboraya
4601301005;5;15;3,0;0,6;46013;Alboraya
4601301006;2;4;2,0;0,3;46013;Alboraya
4601301007;173;854;4,9;8,6;46013;Alboraya
4601301008;0;0;;0,0;46013;Alboraya
4601301009;2;7;3,5;0,3;46013;Alboraya
4601301010;0;0;;0,0;46013;Alboraya
4601301011;3;9;3,0;0,3;46013;Alboraya
4601301012;81;379;4,7;2,5;46013;Alboraya
4601401001;0;0;;0,0;46014;Albuixech
4601401002;1;8;8,0;0,1;46014;Albuixech
4601501001;0;0;;0,0;46015;Alcàsser
4601501002;0;0;;0,0;46015;Alcàsser
4601501003;0;0;;0,0;46015;Alcàsser
4601501004;2;8;4,0;0,2;46015;Alcàsser
4601501005;1;2;2,0;0,1;46015;Alcàsser
4601501006;0;0;;0,0;46015;Alcàsser
4601601001;0;0;;0,0;46016;Alcàntera de Xúquer
4601701001;4;20;5,0;0,9;46017;Alzira
4601701002;1;2;2,0;0,1;46017;Alzira
4601701003;0;0;;0,0;46017;Alzira
4601702001;0;0;;0,0;46017;Alzira
4601702002;1;4;4,0;0,1;46017;Alzira
4601702003;0;0;;0,0;46017;Alzira
4601702004;2;14;7,0;0,3;46017;Alzira
4601702005;0;0;;0,0;46017;Alzira
4601702006;1;1;1,0;0,2;46017;Alzira
4601702007;0;0;;0,0;46017;Alzira
4601702008;1;4;4,0;0,1;46017;Alzira
4601702009;0;0;;0,0;46017;Alzira
4601703001;0;0;;0,0;46017;Alzira
4601703002;0;0;;0,0;46017;Alzira
4601703003;0;0;;0,0;46017;Alzira
4601703004;0;0;;0,0;46017;Alzira
4601704001;2;12;6,0;0,3;46017;Alzira
4601704002;0;0;;0,0;46017;Alzira
4601704003;0;0;;0,0;46017;Alzira
4601704004;0;0;;0,0;46017;Alzira
4601704005;0;0;;0,0;46017;Alzira
4601704006;1;4;4,0;0,2;46017;Alzira
4601704007;0;0;;0,0;46017;Alzira
4601704008;0;0;;0,0;46017;Alzira
4601704009;0;0;;0,0;46017;Alzira
4601704010;0;0;;0,0;46017;Alzira
4601704011;0;0;;0,0;46017;Alzira
4601704012;0;0;;0,0;46017;Alzira
4601704013;1;1;1,0;0,1;46017;Alzira
4601705001;0;0;;0,0;46017;Alzira
4601705002;19;115;6,1;1,0;46017;Alzira
4601705003;1;10;10,0;0,2;46017;Alzira
4601801001;0;0;;0,0;46018;Alcublas
4601901001;1;4;4,0;0,1;46019;Alcúdia, l'
4601901002;0;0;;0,0;46019;Alcúdia, l'
4601901003;0;0;;0,0;46019;Alcúdia, l'
4601902001;0;0;;0,0;46019;Alcúdia, l'
4601902002;0;0;;0,0;46019;Alcúdia, l'
4601902003;0;0;;0,0;46019;Alcúdia, l'
4601902004;0;0;;0,0;46019;Alcúdia, l'
4601902005;0;0;;0,0;46019;Alcúdia, l'
4601902006;0;0;;0,0;46019;Alcúdia, l'
4602001001;0;0;;0,0;46020;Alcúdia de Crespins, l'
4602001002;0;0;;0,0;46020;Alcúdia de Crespins, l'
4602001003;0;0;;0,0;46020;Alcúdia de Crespins, l'
4602101001;0;0;;0,0;46021;Aldaia
4602101002;0;0;;0,0;46021;Aldaia
4602101003;0;0;;0,0;46021;Aldaia
4602101004;0;0;;0,0;46021;Aldaia
4602101005;0;0;;0,0;46021;Aldaia
4602101006;1;1;1,0;0,2;46021;Aldaia
4602101007;0;0;;0,0;46021;Aldaia
4602101008;0;0;;0,0;46021;Aldaia
4602101009;0;0;;0,0;46021;Aldaia
4602101010;0;0;;0,0;46021;Aldaia
4602101011;0;0;;0,0;46021;Aldaia
4602101012;0;0;;0,0;46021;Aldaia
4602101013;0;0;;0,0;46021;Aldaia
4602101014;0;0;;0,0;46021;Aldaia
4602101015;0;0;;0,0;46021;Aldaia
4602101016;0;0;;0,0;46021;Aldaia
4602101017;0;0;;0,0;46021;Aldaia
4602101018;0;0;;0,0;46021;Aldaia
4602101019;0;0;;0,0;46021;Aldaia
4602201001;1;1;1,0;0,1;46022;Alfafar
4602201002;0;0;;0,0;46022;Alfafar
4602201003;1;2;2,0;0,3;46022;Alfafar
4602201004;2;4;2,0;0,3;46022;Alfafar
4602201005;2;3;1,5;0,3;46022;Alfafar
4602201006;0;0;;0,0;46022;Alfafar
4602201007;0;0;;0,0;46022;Alfafar
4602201008;0;0;;0,0;46022;Alfafar
4602201009;0;0;;0,0;46022;Alfafar
4602201010;0;0;;0,0;46022;Alfafar
4602201011;0;0;;0,0;46022;Alfafar
4602201012;0;0;;0,0;46022;Alfafar
4602201013;0;0;;0,0;46022;Alfafar
4602201014;1;1;1,0;0,2;46022;Alfafar
4602201015;0;0;;0,0;46022;Alfafar
4602201016;1;1;1,0;0,2;46022;Alfafar
4602201017;2;3;1,5;0,7;46022;Alfafar
4602201018;0;0;;0,0;46022;Alfafar
4602301001;0;0;;0,0;46023;Alfauir
4602401001;1;4;4,0;0,3;46024;Alfara de la Baronia
4602501001;1;2;2,0;0,1;46025;Alfara del Patriarca
4602501002;1;2;2,0;0,1;46025;Alfara del Patriarca
4602601001;3;21;7,0;0,3;46026;Alfarp
4602701001;1;5;5,0;0,2;46027;Alfarrasí
4602801001;10;39;3,9;2,0;46028;Algar de Palancia
4602901001;0;0;;0,0;46029;Algemesí
4602901004;1;3;3,0;0,2;46029;Algemesí
4602902001;0;0;;0,0;46029;Algemesí
4602902002;0;0;;0,0;46029;Algemesí
4602902003;1;1;1,0;0,2;46029;Algemesí
4602902004;0;0;;0,0;46029;Algemesí
4602902005;0;0;;0,0;46029;Algemesí
4602903001;0;0;;0,0;46029;Algemesí
4602903002;1;6;6,0;0,1;46029;Algemesí
4602903003;0;0;;0,0;46029;Algemesí
4602903004;0;0;;0,0;46029;Algemesí
4602903005;0;0;;0,0;46029;Algemesí
4602903006;0;0;;0,0;46029;Algemesí
4602903007;0;0;;0,0;46029;Algemesí
4602903008;1;6;6,0;0,1;46029;Algemesí
4602903009;0;0;;0,0;46029;Algemesí
4602903010;0;0;;0,0;46029;Algemesí
4602904001;0;0;;0,0;46029;Algemesí
4602904002;0;0;;0,0;46029;Algemesí
4602904003;0;0;;0,0;46029;Algemesí
4602904004;1;4;4,0;0,2;46029;Algemesí
4602904005;0;0;;0,0;46029;Algemesí
4602904006;0;0;;0,0;46029;Algemesí
4602904007;0;0;;0,0;46029;Algemesí
4602905001;0;0;;0,0;46029;Algemesí
4603001001;2;17;8,5;0,2;46030;Algimia de Alfara
4603101001;0;0;;0,0;46031;Alginet
4603101002;0;0;;0,0;46031;Alginet
4603102001;0;0;;0,0;46031;Alginet
4603102002;0;0;;0,0;46031;Alginet
4603102003;0;0;;0,0;46031;Alginet
4603103001;0;0;;0,0;46031;Alginet
4603103002;0;0;;0,0;46031;Alginet
4603103003;5;28;5,6;0,6;46031;Alginet
4603201001;0;0;;0,0;46032;Almàssera
4603201002;1;4;4,0;0,1;46032;Almàssera
4603201003;4;27;6,8;0,5;46032;Almàssera
4603201004;0;0;;0,0;46032;Almàssera
4603301001;3;23;7,7;1,7;46033;Almiserà
4603401001;6;37;6,2;0,5;46034;Almoines
4603501001;0;0;;0,0;46035;Almussafes
4603501002;1;1;1,0;0,1;46035;Almussafes
4603501003;2;6;3,0;0,2;46035;Almussafes
4603501004;1;4;4,0;0,1;46035;Almussafes
4603601001;14;86;6,1;1,3;46036;Alpuente
4603701001;0;0;;0,0;46037;Alqueria de la Comtessa, l'
4603801001;5;23;4,6;0,7;46038;Andilla
4603901001;4;21;5,3;0,5;46039;Anna
4603901002;7;31;4,4;1,0;46039;Anna
4604001001;0;0;;0,0;46040;Antella
4604101001;1;6;6,0;0,1;46041;Aras de los Olmos
4604201001;0;0;;0,0;46042;Aielo de Malferit
4604201002;2;11;5,5;0,2;46042;Aielo de Malferit
4604301001;1;8;8,0;0,8;46043;Aielo de Rugat
4604401001;4;30;7,5;0,4;46044;Ayora
4604401002;0;0;;0,0;46044;Ayora
4604401003;0;0;;0,0;46044;Ayora
4604401004;1;8;8,0;0,2;46044;Ayora
4604501001;14;80;5,7;1,6;46045;Barxeta
4604601001;33;208;6,3;2,9;46046;Barx
4604701001;1;4;4,0;0,3;46047;Bèlgida
4604801001;42;225;5,4;2,8;46048;Bellreguard
4604801002;1;6;6,0;0,0;46048;Bellreguard
4604901001;1;6;6,0;0,4;46049;Bellús
4605001001;0;0;;0,0;46050;Benagéber
4605101001;2;5;2,5;0,2;46051;Benaguasil
4605102001;0;0;;0,0;46051;Benaguasil
4605102002;1;4;4,0;0,1;46051;Benaguasil
4605102003;2;5;2,5;0,2;46051;Benaguasil
4605103001;0;0;;0,0;46051;Benaguasil
4605103002;1;6;6,0;0,2;46051;Benaguasil
4605103003;1;6;6,0;0,1;46051;Benaguasil
4605201001;2;8;4,0;0,6;46052;Benavites
4605301001;0;0;;0,0;46053;Beneixida
4605401001;4;21;5,3;0,3;46054;Benetússer
4605401002;2;5;2,5;0,3;46054;Benetússer
4605401003;3;4;1,3;0,7;46054;Benetússer
4605401004;0;0;;0,0;46054;Benetússer
4605401005;1;2;2,0;0,2;46054;Benetússer
4605401006;0;0;;0,0;46054;Benetússer
4605401007;0;0;;0,0;46054;Benetússer
4605401008;2;14;7,0;0,3;46054;Benetússer
4605401009;2;12;6,0;0,2;46054;Benetússer
4605401010;0;0;;0,0;46054;Benetússer
4605501001;6;20;3,3;0,7;46055;Beniarjó
4605601001;1;6;6,0;0,6;46056;Beniatjar
4605701001;0;0;;0,0;46057;Benicolet
4605801001;8;31;3,9;0,7;46058;Benifairó de les Valls
4605901001;2;14;7,0;0,2;46059;Benifairó de la Valldigna
4606001001;0;0;;0,0;46060;Benifaió
4606001002;2;18;9,0;0,2;46060;Benifaió
4606001003;0;0;;0,0;46060;Benifaió
4606001004;0;0;;0,0;46060;Benifaió
4606001005;1;4;4,0;0,1;46060;Benifaió
4606001006;0;0;;0,0;46060;Benifaió
4606001007;0;0;;0,0;46060;Benifaió
4606001008;0;0;;0,0;46060;Benifaió
4606001009;0;0;;0,0;46060;Benifaió
4606101001;0;0;;0,0;46061;Beniflá
4606201001;3;12;4,0;0,3;46062;Benigánim
4606201002;0;0;;0,0;46062;Benigánim
4606201003;7;29;4,1;0,8;46062;Benigánim
4606301001;0;0;;0,0;46063;Benimodo
4606401001;0;0;;0,0;46064;Benimuslem
4606501001;0;0;;0,0;46065;Beniparrell
