,business_status,name,rating,types,user_ratings_total,geometry.location.lat,geometry.location.lng,type,coddistsec,subtypes
676,OPERATIONAL,Reus,4.3,"['transit_station', 'point_of_interest', 'establishment']",6.0,39.4859974,-0.38172690000000004,transporte,0502,transit_station
677,OPERATIONAL,Florista - Faura,4.7,"['transit_station', 'point_of_interest', 'establishment']",3.0,39.4921189,-0.3941177,transporte,1604,transit_station
678,OPERATIONAL,Orriols,4.6,"['transit_station', 'point_of_interest', 'establishment']",8.0,39.49316220000001,-0.36758140000000006,transporte,1506,transit_station
679,OPERATIONAL,Machado,4.0,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",23.0,39.492431599999996,-0.3587945,transporte,1529,subway_station
681,OPERATIONAL,Dr. Lluch,2.9,"['transit_station', 'point_of_interest', 'establishment']",14.0,39.4684239,-0.3280889,transporte,1113,transit_station
683,OPERATIONAL,Palau de Congressos,3.4,"['transit_station', 'point_of_interest', 'establishment']",10.0,39.497243299999994,-0.40010029999999996,transporte,1804,transit_station
684,OPERATIONAL,Benicalap,3.3,"['transit_station', 'point_of_interest', 'establishment']",12.0,39.4899277,-0.38988290000000003,transporte,1610,transit_station
687,OPERATIONAL,Sant Miquel dels Reis,5.0,"['transit_station', 'point_of_interest', 'establishment']",3.0,39.497608,-0.369872,transporte,1513,transit_station
688,OPERATIONAL,Tossal del Rei,3.7,"['transit_station', 'point_of_interest', 'establishment']",18.0,39.4958768,-0.3724775,transporte,1517,transit_station
690,OPERATIONAL,Amistat-Casa de Salut,4.1,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",35.0,39.470331099999996,-0.3503945,transporte,1319,subway_station
691,OPERATIONAL,Garbí,4.2,"['transit_station', 'point_of_interest', 'establishment']",13.0,39.4921258,-0.39412329999999995,transporte,1604,transit_station
692,OPERATIONAL,Plaza España,4.1,"['transit_station', 'point_of_interest', 'establishment']",34.0,39.467056400000004,-0.3823767,transporte,0315,transit_station
693,OPERATIONAL,Ferran el Catòlic - Juan de Mena,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4723219,-0.38613190000000003,transporte,0302,transit_station
694,OPERATIONAL,Serrería,4.1,"['transit_station', 'point_of_interest', 'establishment']",9.0,39.4766924,-0.3345288,transporte,1325,transit_station
695,OPERATIONAL,La Marina de València,3.9,"['transit_station', 'point_of_interest', 'establishment']",20.0,39.463253,-0.3258508,transporte,1112,transit_station
700,OPERATIONAL,Estación de Valencia-Joaquín Sorolla,2.9,"['transit_station', 'point_of_interest', 'establishment']",36.0,39.459493200000004,-0.3824848,transporte,0333,transit_station
701,OPERATIONAL,Trànsits,3.9,"['transit_station', 'point_of_interest', 'establishment']",13.0,39.489563000000004,-0.387258,transporte,1610,transit_station
703,OPERATIONAL,Massarrojos,3.8,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",16.0,39.5366096,-0.4028778000000001,transporte,1706,subway_station
704,OPERATIONAL,Ayora,3.9,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",56.0,39.467774799999994,-0.343138,transporte,1210,subway_station
705,OPERATIONAL,Eugenia Viñes,3.9,"['transit_station', 'point_of_interest', 'establishment']",10.0,39.4739085,-0.32564790000000005,transporte,1119,transit_station
706,OPERATIONAL,Autocares Herca,2.3,"['transit_station', 'point_of_interest', 'establishment']",28.0,39.4810141,-0.3860909,transporte,0408,transit_station
708,OPERATIONAL,Arxiduc Carles - Puebla Valverde,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.459509000000004,-0.4011475,transporte,0824,transit_station
709,OPERATIONAL,Arxiduc Carles - Músic Gomis,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.458801,-0.40131849999999997,transporte,0830,transit_station
710,OPERATIONAL,Tres Creus - Bolívia,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4563332,-0.4010727,transporte,0819,transit_station
711,OPERATIONAL,Tres Creus - Arxiduc Carles,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4571656,-0.40222640000000004,transporte,0819,transit_station
712,OPERATIONAL,Camí nou de Picanya - Tres Creus,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.457561,-0.403265,transporte,0824,transit_station
713,OPERATIONAL,Xàtiva,4.3,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",146.0,39.4673399,-0.3767778,transporte,0310,subway_station
714,OPERATIONAL,Autobus 89,3.8,"['point_of_interest', 'establishment']",32.0,39.4571869,-0.3747905,transporte,1046,point_of_interest
715,OPERATIONAL,Nord Station,4.2,"['train_station', 'transit_station', 'point_of_interest', 'establishment']",1053.0,39.46603029999999,-0.3774451,transporte,0310,train_station
716,OPERATIONAL,Francesc Cubells,4.3,"['transit_station', 'point_of_interest', 'establishment']",9.0,39.463264200000005,-0.3342127,transporte,1105,transit_station
717,OPERATIONAL,Dr. Tomàs Sala (impar) - Sant Vicent Màrtir,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.446815,-0.38706399999999996,transporte,0940,transit_station
718,OPERATIONAL,Malilla (par) - Illa Formentera,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.446971000000005,-0.380108,transporte,1029,transit_station
719,OPERATIONAL,Dr. Tomàs Sala - Carters,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.447598,-0.390425,transporte,0935,transit_station
720,OPERATIONAL,Carters (par) - Primer de Maig,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.448196,-0.38965900000000003,transporte,0918,transit_station
721,OPERATIONAL,Sant Isidre,4.3,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",30.0,39.451046399999996,-0.4026349,transporte,0835,subway_station
722,OPERATIONAL,València - Sant Isidre,3.7,"['train_station', 'transit_station', 'point_of_interest', 'establishment']",31.0,39.450146200000006,-0.4039736,transporte,0821,train_station
723,OPERATIONAL,La Cadena,4.6,"['transit_station', 'point_of_interest', 'establishment']",13.0,39.4752144,-0.32941090000000006,transporte,1131,transit_station
724,OPERATIONAL,Ferran el Catòlic - Gabriel Miró,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.47263579999999,-0.3869646,transporte,0318,transit_station
725,OPERATIONAL,Àngel Guimerà - Bon Ordre,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.469827200000005,-0.38813590000000003,transporte,0350,transit_station
726,OPERATIONAL,Ferran el Catòlic - S. Ignacio de Loyola,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4737644,-0.38776550000000004,transporte,0319,transit_station
727,OPERATIONAL,Mestre Guerrero - Joan Llorens,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4738098,-0.3918547,transporte,0328,transit_station
728,OPERATIONAL,Safranar,3.4,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",29.0,39.4552519,-0.39719720000000003,transporte,0832,subway_station
729,OPERATIONAL,Estación de Patraix,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4563609,-0.3902394,transporte,0915,transit_station
730,OPERATIONAL,Autobuses Buñol,1.8,"['transit_station', 'point_of_interest', 'establishment']",42.0,39.481,-0.3861241,transporte,0408,transit_station
731,OPERATIONAL,Estació d'autobusos de València,2.1,"['transit_station', 'point_of_interest', 'establishment']",421.0,39.480658,-0.3872928,transporte,0401,transit_station
732,OPERATIONAL,Terrateig - Poeta Rafael Alberti,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.48098760000001,-0.4038558,transporte,0419,transit_station
733,OPERATIONAL,Mestre Rodrigo - General Avilés,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4837668,-0.4018605,transporte,0417,transit_station
734,OPERATIONAL,Mestre Rodrigo (Impar) - la Safor,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.486964,-0.40458259999999996,transporte,0418,transit_station
735,OPERATIONAL,Terrateig - Jorge Comín,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4810903,-0.4035493,transporte,0419,transit_station
736,OPERATIONAL,Quartell - Burjassot,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4955566,-0.3974532,transporte,1620,transit_station
739,OPERATIONAL,Burjassot - Marxalenes,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.486357700000006,-0.386813,transporte,0505,transit_station
740,OPERATIONAL,Estació J. Sorolla - Mestre Sosa,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.46071999999999,-0.381952,transporte,0333,transit_station
741,OPERATIONAL,Sant Vicent Màrtir - Roís de Corella,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.458904,-0.38310900000000003,transporte,0333,transit_station
742,OPERATIONAL,Sant Vicent Màrtir - Dr. Gil i Morte,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.461834,-0.382359,transporte,0333,transit_station
743,OPERATIONAL,Giorgeta - Roís de Corella,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.459082200000005,-0.3842487,transporte,0941,transit_station
744,OPERATIONAL,Estació del Cabanyal,3.9,"['transit_station', 'point_of_interest', 'establishment']",12.0,39.4701515,-0.3341973,transporte,1124,transit_station
745,OPERATIONAL,València-Cabanyal,4.0,"['train_station', 'transit_station', 'point_of_interest', 'establishment']",97.0,39.4701028,-0.3346628,transporte,1124,train_station
746,OPERATIONAL,Estació del Nord,3.9,"['transit_station', 'point_of_interest', 'establishment']",180.0,39.4665795,-0.3772874000000001,transporte,0310,transit_station
747,OPERATIONAL,Aragó,4.4,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",45.0,39.4725531,-0.35794190000000004,transporte,0608,subway_station
748,OPERATIONAL,Bulevard Sud (impar) - Juan Ramón Jiménez,3.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.4459404,-0.3700384,transporte,1039,transit_station
749,OPERATIONAL,Bulevard Sud - Ing. Joaquín Benlloch,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4454843,-0.37329209999999996,transporte,1039,transit_station
750,OPERATIONAL,Bulevard Sud - Ausiàs March,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.445592299999994,-0.36954000000000004,transporte,1039,transit_station
751,OPERATIONAL,Gravador Jordán - Escultor Pastor,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.444241,-0.367595,transporte,1030,transit_station
752,OPERATIONAL,Marítim - Serrería,4.0,"['transit_station', 'subway_station', 'point_of_interest', 'establishment']",116.0,39.464605600000006,-0.3378237,transporte,1243,transit_station
753,OPERATIONAL,Tarongers,4.4,"['transit_station', 'point_of_interest', 'establishment']",9.0,39.4781468,-0.3395805,transporte,1325,transit_station
754,OPERATIONAL,Amado Granell Mesado (par) - la Plata,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.456959000000005,-0.363659,transporte,1005,transit_station
755,OPERATIONAL,La Plata - Músic Òscar Esplá,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4567834,-0.36274209999999996,transporte,1037,transit_station
756,OPERATIONAL,Amado Granell Mesado (impar) - la Plata,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.457161000000006,-0.363444,transporte,1005,transit_station
757,OPERATIONAL,Amado Granell Mesado (par) - Lluís Oliag,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4597279,-0.3656988,transporte,1005,transit_station
758,OPERATIONAL,La Plata - Amado Granell Mesado,3.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.456989,-0.362798,transporte,1008,transit_station
759,OPERATIONAL,Porta de la Mar - General Palanca,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4726213,-0.3688417,transporte,0109,transit_station
760,OPERATIONAL,Carrer de la Pau,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.473192299999994,-0.3723066,transporte,0105,transit_station
761,OPERATIONAL,Tetuan,4.8,"['transit_station', 'point_of_interest', 'establishment']",10.0,39.474008000000005,-0.3699040000000001,transporte,0109,transit_station
762,OPERATIONAL,Porta de la Mar (par) - Palau de Justícia,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.472202,-0.369427,transporte,0109,transit_station
764,OPERATIONAL,Reus (impar) - Poeta Fdez. Heredia,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.485775200000006,-0.3800305,transporte,0502,transit_station
765,OPERATIONAL,Dr. Peset Aleixandre - Guardacostes,3.0,"['transit_station', 'point_of_interest', 'establishment']",3.0,39.490021,-0.382689,transporte,0536,transit_station
766,OPERATIONAL,Reus - Alqueria de la Estrella,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4857228,-0.382809,transporte,0505,transit_station
767,OPERATIONAL,Reus - Periodista Llorente,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.48579470000001,-0.38354879999999997,transporte,0505,transit_station
768,OPERATIONAL,Dr. Peset Aleixandre - Joan XXIII,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4901787,-0.3829827,transporte,1606,transit_station
769,OPERATIONAL,Autocares TRAVICOI,3.1,"['point_of_interest', 'establishment']",10.0,39.4809715,-0.3862862,transporte,0408,point_of_interest
770,OPERATIONAL,Cardenal Benlloch - Dr. Ferran,3.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4696223,-0.3554064,transporte,0615,transit_station
771,OPERATIONAL,Dr. Manuel Candela (par) - Sants Just i Pastor,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4703687,-0.349102,transporte,1307,transit_station
772,OPERATIONAL,Dr. Manuel Candela (impar) - Rodríguez de Cepeda,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.468376299999996,-0.35026740000000006,transporte,1223,transit_station
773,OPERATIONAL,Sants Just i Pastor - Lluís de Milà,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4708925,-0.3528487,transporte,1219,transit_station
774,OPERATIONAL,Dr. Manuel Candela (par) - Rodríguez de Cepeda,4.5,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.468311,-0.34998,transporte,1201,transit_station
775,OPERATIONAL,Jesús Morante Borràs (I),0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4510149,-0.3454346,transporte,1054,transit_station
776,OPERATIONAL,Eduardo Primo Yúfera - Centre d'Investigació,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.45193099999999,-0.34636999999999996,transporte,1054,transit_station
777,OPERATIONAL,Eduardo Primo Yúfera - Front Centre Investigació,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.45149310000001,-0.3448039,transporte,1054,transit_station
778,OPERATIONAL,Eduardo Primo Yúfera - Àgora,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4523268,-0.347963,transporte,1040,transit_station
779,OPERATIONAL,Font d'en Corts - Camí dels Rocs,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4440696,-0.3571638,transporte,1041,transit_station
780,OPERATIONAL,Font d'en Corts (par) - Mossén Palanca,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.444767,-0.357646,transporte,1041,transit_station
781,OPERATIONAL,Font d'en Corts (impar) - Matador d'en Corts,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.44336029999999,-0.3567509,transporte,1041,transit_station
782,OPERATIONAL,Font d'en Corts (par) - Roig de lagarda,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.445667,-0.35835900000000004,transporte,1041,transit_station
783,OPERATIONAL,Valladolid - Vinaròs,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4895737,-0.36246259999999997,transporte,1534,transit_station
784,OPERATIONAL,Dolores Marqués - Assagador d'Alboraia,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4882821,-0.36204309999999995,transporte,1411,transit_station
785,OPERATIONAL,Emili Baró - Francesc Martínez,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.488243,-0.360563,transporte,1409,transit_station
786,OPERATIONAL,Valladolid - Dolores Marqués,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.489715600000004,-0.3624289,transporte,1534,transit_station
787,OPERATIONAL,Alfahuir - Cercle de Belles Arts,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.49101710000001,-0.36254440000000004,transporte,1534,transit_station
788,OPERATIONAL,Àngel Guimerà,3.5,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",106.0,39.470423,-0.3851223,transporte,0349,subway_station
789,OPERATIONAL,Músic Espí - Gravador Fabregat,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4969694,-0.3741982,transporte,1518,transit_station
790,OPERATIONAL,Comte de Torrefiel - Josep Esteve,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.495899,-0.376847,transporte,1520,transit_station
791,OPERATIONAL,Sant Doménec Savio - Josep Esteve,3.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.4960231,-0.3755159,transporte,1520,transit_station
792,OPERATIONAL,Pintor Jacomart - Comte de Torrefiel,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4964676,-0.3772548,transporte,1520,transit_station
793,OPERATIONAL,Pere Cabanes - Sant Doménec Savio,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.494985,-0.37532859999999996,transporte,1514,transit_station
795,OPERATIONAL,Andreu Alfaro - Louis Braille,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.497307,-0.394635,transporte,1621,transit_station
796,OPERATIONAL,Louis Braille - Betxí,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.49567879999999,-0.39621069999999997,transporte,1613,transit_station
797,OPERATIONAL,Camp de Túria - Palau de Congressos,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4954966,-0.4009913,transporte,1804,transit_station
798,OPERATIONAL,Túria,4.0,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",49.0,39.4780484,-0.39054970000000006,transporte,0324,subway_station
799,OPERATIONAL,Marina Baixa - Hospital Arnau de Vilanova,4.5,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.49009969999999,-0.4043022,transporte,0418,transit_station
801,OPERATIONAL,Florista,3.8,"['transit_station', 'point_of_interest', 'establishment']",5.0,39.495743700000006,-0.3980015,transporte,1605,transit_station
803,OPERATIONAL,EMT Ninot-Foc,0.0,"['point_of_interest', 'establishment']",0.0,39.500581700000005,-0.3932177,transporte,1623,point_of_interest
804,OPERATIONAL,Serradora - Poliesportiu,4.7,"['transit_station', 'point_of_interest', 'establishment']",3.0,39.4666773,-0.33503720000000003,transporte,1109,transit_station
805,OPERATIONAL,Serradora - Sants Just i Pastor,5.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.46629620000001,-0.3354156,transporte,1301,transit_station
806,OPERATIONAL,Mediterránia - Vicent Brull,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.467778499999994,-0.3316998,transporte,1118,transit_station
807,OPERATIONAL,Martí Grajales - Serradora,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4682548,-0.3345553,transporte,1109,transit_station
808,OPERATIONAL,Mercat el Cabanyal - Martí Grajales,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.468452,-0.332412,transporte,1118,transit_station
809,OPERATIONAL,Marcos Sopena - Eugènia Viñes,3.8,"['transit_station', 'point_of_interest', 'establishment']",4.0,39.463211,-0.326074,transporte,1112,transit_station
810,OPERATIONAL,Jesús Morante Borràs (VI),5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.44134740000001,-0.3436739,transporte,1042,transit_station
811,OPERATIONAL,Carrera del Riu - Entrada Sanques,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.43565,-0.343673,transporte,1042,transit_station
812,OPERATIONAL,Carrera del Riu - Casa Andrés,2.5,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.435284,-0.343497,transporte,1042,transit_station
813,OPERATIONAL,Carrera del Riu - Entrada casa Rosquilla,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.432320000000004,-0.343059,transporte,1042,transit_station
814,OPERATIONAL,Manuel Soto Enginyer - Pont de les Drassanes,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4544939,-0.3306579,transporte,1102,transit_station
815,OPERATIONAL,Parc Natzaret - Pont de les Drassanes,3.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4518571,-0.3320646,transporte,1145,transit_station
816,OPERATIONAL,Manuel Soto Enginyer - Comandància Marina,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.455692,-0.330318,transporte,1102,transit_station
817,OPERATIONAL,Parc Natzaret - Moraira,5.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.45042,-0.332507,transporte,1145,transit_station
818,OPERATIONAL,Catalunya - Vicent Zaragozà,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.481281,-0.35246,transporte,1421,transit_station
819,OPERATIONAL,Tarongers - Junt Entrada Universitats,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.480740000000004,-0.347655,transporte,1325,transit_station
820,OPERATIONAL,Tarongers - Davant Acc.Pta.Prin.Universitats,3.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.480107200000006,-0.3472289,transporte,1325,transit_station
821,OPERATIONAL,Catalunya - Clariano,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.480854,-0.35179099999999996,transporte,1325,transit_station
823,OPERATIONAL,Fausto Elio (impar) - Universitat Politècnica,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.47921100000001,-0.33300409999999997,transporte,1325,transit_station
824,OPERATIONAL,Beat Juan Grande - Sant Joan de Déu,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4772465,-0.3297609,transporte,1132,transit_station
825,OPERATIONAL,Fausto Elio (par) - Universitat Politècnica,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4789916,-0.3326726,transporte,1153,transit_station
826,OPERATIONAL,Doctor Álvaro López - Vicent La Roda,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.480637,-0.33107600000000004,transporte,1133,transit_station
827,OPERATIONAL,Beat Juan Grande - Vicent la Roda,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4797632,-0.3296389,transporte,1135,transit_station
828,OPERATIONAL,Camí de Montcada - Gasolinera,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5122946,-0.3864643,transporte,1702,transit_station
829,OPERATIONAL,Camí de Montcada - Alqueria Paella,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.5100714,-0.3858232,transporte,1702,transit_station
830,OPERATIONAL,Camí de Montcada - Casa d'Àngel,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5068479,-0.3839692,transporte,1702,transit_station
832,OPERATIONAL,Cases de Bàrcena - Rotonda,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.5228453,-0.3571156,transporte,1701,transit_station
833,OPERATIONAL,Cases de Bàrcena V,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5206136,-0.35876199999999997,transporte,1701,transit_station
834,OPERATIONAL,Cases de Bàrcena III,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.52234010000001,-0.3573107,transporte,1701,transit_station
835,OPERATIONAL,Cases de Bàrcena IV,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.52202219999999,-0.3577533,transporte,1701,transit_station
836,OPERATIONAL,Campanar,4.5,"['subway_station', 'transit_station', 'point_of_interest', 'establishment']",17.0,39.484131,-0.394831,transporte,0401,subway_station
837,OPERATIONAL,Cases de Bàrcena II,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.52056169999999,-0.3586221000000001,transporte,1701,transit_station
840,OPERATIONAL,Guillermina Medrano (impar) - Borbotó,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.514796999999994,-0.388459,transporte,1707,transit_station
841,OPERATIONAL,Ninot - Foc,4.0,"['transit_station', 'point_of_interest', 'establishment']",4.0,39.50057200000001,-0.39327,transporte,1623,transit_station
842,OPERATIONAL,Sant Josep Artesà - Luis Martí Alegre,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4983111,-0.3937998,transporte,1622,transit_station
843,OPERATIONAL,Foc - Amadeu Desfilis,3.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4999135,-0.3945723,transporte,1623,transit_station
845,OPERATIONAL,Camí de Montcada (impar) - Alqueria Senent,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5215867,-0.3865462,transporte,1701,transit_station
846,OPERATIONAL,Casa Silvestre,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.524309499999994,-0.3861988,transporte,1701,transit_station
847,OPERATIONAL,Benifaraig a Montcada - Boquera,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.52526659999999,-0.38622090000000003,transporte,1701,transit_station
848,OPERATIONAL,Ferrer i Bigné - Aiacor,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5276439,-0.38580390000000003,transporte,1701,transit_station
849,OPERATIONAL,Fires(par) - Cementeri,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5056778,-0.42430470000000003,transporte,1807,transit_station
855,OPERATIONAL,Gola de Puchol (II),5.0,"['transit_station', 'point_of_interest', 'establishment']",3.0,39.354721000000005,-0.32234,transporte,1908,transit_station
856,OPERATIONAL,Embarcador de l'Albufera (II),4.1,"['transit_station', 'point_of_interest', 'establishment']",7.0,39.3475097,-0.3227256,transporte,1908,transit_station
857,OPERATIONAL,Embarcador de l'Albufera (I),4.4,"['transit_station', 'point_of_interest', 'establishment']",14.0,39.349419,-0.32357440000000004,transporte,1909,transit_station
858,OPERATIONAL,Gola de Puchol (I),4.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.35722579999999,-0.3209971,transporte,1908,transit_station
859,OPERATIONAL,Playa El Saler,4.5,"['transit_station', 'point_of_interest', 'establishment']",41.0,39.3804543,-0.3239882,transporte,1908,transit_station
861,OPERATIONAL,Carrera del Riu (impar) - Coll Vert,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.396828799999994,-0.3324652,transporte,1907,transit_station
862,OPERATIONAL,Carrera del Riu (par) - Camping Valencia,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.3880825,-0.3316812000000001,transporte,1907,transit_station
863,OPERATIONAL,Pinars (par) - El Saler,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.3832088,-0.3325454,transporte,1908,transit_station
864,OPERATIONAL,el Tremolar - Barraca de Troia,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.42214999999999,-0.353973,transporte,1905,transit_station
865,OPERATIONAL,el Tremolar - Cases Grill,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4231,-0.357931,transporte,1905,transit_station
866,OPERATIONAL,Pinars - Carretera del Palmar,5.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.341396,-0.3197200000000001,transporte,1908,transit_station
867,OPERATIONAL,Carretera del Palmar - Pinars,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.340604799999994,-0.31909679999999996,transporte,1908,transit_station
868,OPERATIONAL,Gavines (impar) - Camping,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.3232385,-0.3094586,transporte,1908,transit_station
870,OPERATIONAL,Gavines - Entrada Paridera,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.2916893,-0.285815,transporte,1916,transit_station
