,type,properties.coddistrit,properties.codsec,properties.coddistsec,geometry.type,geometry.coordinates
423,Feature,11,53,1153,Polygon,"[[[-0.332762365332138, 39.4791505224848], [-0.330376704251085, 39.47893346381359], [-0.329850603988952, 39.478916845895995], [-0.329924605921635, 39.47546366450948], [-0.333218863374766, 39.47644486492283], [-0.332762365332138, 39.4791505224848]]]"
424,Feature,1,12,0112,Polygon,"[[[-0.380202910610615, 39.47968119594178], [-0.3804834084878, 39.47900285540653], [-0.380612713752357, 39.47871298625179], [-0.380667590336065, 39.47841243032845], [-0.380762284890117, 39.477747917660125], [-0.381160925675819, 39.47779293840483], [-0.38177473286328, 39.47795091152049], [-0.382170774833637, 39.47810397522593], [-0.383731915969768, 39.478341834970074], [-0.383024184141228, 39.4802807950114], [-0.380202910610615, 39.47968119594178]]]"
425,Feature,4,20,0420,Polygon,"[[[-0.394998398356376, 39.48050483217738], [-0.39472671550814, 39.480075329380945], [-0.393726099955206, 39.47978713067527], [-0.394776904276479, 39.477427881198054], [-0.394467711770172, 39.476466020018734], [-0.39671409244388, 39.479777541546646], [-0.394998398356376, 39.48050483217738]]]"
426,Feature,11,32,1132,Polygon,"[[[-0.329850603988952, 39.478916845895995], [-0.328987674811332, 39.478892467278826], [-0.328993187170582, 39.478748452979445], [-0.328634421073845, 39.478744692716894], [-0.328640623481189, 39.47769080226772], [-0.328646665998066, 39.476564837318634], [-0.3287168918667, 39.476476366885706], [-0.328709190103835, 39.475102342167176], [-0.329924605921635, 39.47546366450948], [-0.329850603988952, 39.478916845895995]]]"
427,Feature,4,6,0406,Polygon,"[[[-0.397343335659259, 39.48039972902699], [-0.39671409244388, 39.479777541546646], [-0.394467711770172, 39.476466020018734], [-0.396265800028613, 39.47565049534565], [-0.398508951017049, 39.478835787736735], [-0.398786351222947, 39.47922937478655], [-0.397415644725121, 39.47982478853244], [-0.397642403207337, 39.48015418263924], [-0.397343335659259, 39.48039972902699]]]"
428,Feature,6,6,0606,Polygon,"[[[-0.365133891977872, 39.47901162822892], [-0.36338811590259, 39.47850807521585], [-0.364037283716147, 39.47717149341904], [-0.364235096226939, 39.4770318411104], [-0.36494188607974, 39.47709291628242], [-0.365958435500658, 39.477012365634714], [-0.367269264835981, 39.476834873962815], [-0.367443797172969, 39.477311787604066], [-0.366430563825684, 39.47938335835637], [-0.365133891977872, 39.47901162822892]]]"
429,Feature,1,3,0103,Polygon,"[[[-0.37280047157181, 39.4785681345176], [-0.372562205081374, 39.47843211995255], [-0.370587104418511, 39.47720729389099], [-0.371621908477313, 39.47675774812302], [-0.372932784137345, 39.4769450476642], [-0.374029037809416, 39.47708243826819], [-0.373938183034309, 39.47750830030565], [-0.374400474302627, 39.477541269725705], [-0.374889716708323, 39.47761088120864], [-0.374957610955034, 39.477351161492116], [-0.376127760739489, 39.47762983735726], [-0.37631266048417, 39.47729168033798], [-0.376723783005285, 39.47739105065111], [-0.376877623508348, 39.477376506385056], [-0.376204331327957, 39.47889729533612], [-0.374133822504128, 39.47933699276713], [-0.37280047157181, 39.4785681345176]]]"
430,Feature,1,14,0114,Polygon,"[[[-0.378885428810918, 39.47916501013784], [-0.378583900784763, 39.47912667698585], [-0.378166450421563, 39.479040683577075], [-0.378020612663709, 39.47899685328189], [-0.377728391724445, 39.47898124980086], [-0.377830614730878, 39.47873581629678], [-0.378004936461645, 39.478640654047936], [-0.378302495815322, 39.47822395743443], [-0.378457011556415, 39.47805627761201], [-0.378793578109512, 39.47816747152648], [-0.378843345850083, 39.47798391493502], [-0.379155405973537, 39.47776123128135], [-0.378649877767964, 39.47758316537669], [-0.378549219043537, 39.47753585064259], [-0.378681351760437, 39.47748027484983], [-0.378955647899526, 39.47731529659384], [-0.37907438525797, 39.47707473882288], [-0.379139614403106, 39.47690504396033], [-0.379174979634818, 39.4768337716821], [-0.379170390953925, 39.476549892572024], [-0.380435799185613, 39.47630366178485], [-0.380249814164587, 39.4767679235257], [-0.380353237481595, 39.47728375409261], [-0.38020847687572, 39.47769489264987], [-0.380762284890117, 39.477747917660125], [-0.380667590336065, 39.47841243032845], [-0.380612713752357, 39.47871298625179], [-0.3804834084878, 39.47900285540653], [-0.379859589807846, 39.47884014532204], [-0.379821195432983, 39.47893387134595], [-0.379261555754204, 39.478745579083025], [-0.378885428810918, 39.47916501013784]]]"
431,Feature,6,23,0623,Polygon,"[[[-0.354671082714045, 39.478544163740416], [-0.352742177150652, 39.47798673314652], [-0.353893370820481, 39.47585085936297], [-0.355558459484404, 39.47629416178792], [-0.35656696349606, 39.47656034680921], [-0.355607658091219, 39.4786195359834], [-0.35488974051761, 39.47808519190885], [-0.354671082714045, 39.478544163740416]]]"
432,Feature,3,7,0307,Polygon,"[[[-0.386839171089565, 39.47856040416264], [-0.385453602501388, 39.47842563335775], [-0.385312992635825, 39.47556669495492], [-0.388207077012171, 39.475091260196486], [-0.388649649721055, 39.47570929864234], [-0.389437496696013, 39.47680805303681], [-0.389964276432562, 39.47754509210599], [-0.390466268125519, 39.47824553702211], [-0.388555833378851, 39.478720617918945], [-0.387373661510854, 39.47920754069086], [-0.386839171089565, 39.47856040416264]]]"
433,Feature,13,23,1323,Polygon,"[[[-0.348466193493024, 39.478262966540605], [-0.348557272396408, 39.47731913075265], [-0.34864173506833, 39.47610938547836], [-0.349436974786136, 39.47443392274948], [-0.350589646773412, 39.47476656481832], [-0.350291122080781, 39.47822810845215], [-0.348466193493024, 39.478262966540605]]]"
434,Feature,13,22,1322,Polygon,"[[[-0.350291122080781, 39.47822810845215], [-0.350589646773412, 39.47476656481832], [-0.352469029602675, 39.47530491424263], [-0.352538031767572, 39.47532450401634], [-0.352476632005004, 39.4754492273039], [-0.351506038334347, 39.477611725751714], [-0.351256102701022, 39.47820510915605], [-0.350291122080781, 39.47822810845215]]]"
435,Feature,6,5,0605,Polygon,"[[[-0.364037283716147, 39.47717149341904], [-0.36338811590259, 39.47850807521585], [-0.358216299627242, 39.4769987483931], [-0.358883140063332, 39.47565809290505], [-0.360433056817849, 39.47611222051742], [-0.364037283716147, 39.47717149341904]]]"
436,Feature,11,50,1150,Polygon,"[[[-0.32920990984595, 39.48462719903248], [-0.327735165974675, 39.48416530669497], [-0.328057939903709, 39.482244854694294], [-0.329121002914586, 39.482413485306694], [-0.32967247552876, 39.482489247260546], [-0.329375817443703, 39.48384274791535], [-0.32920990984595, 39.48462719903248]]]"
437,Feature,5,6,0506,Polygon,"[[[-0.383325751554844, 39.48574238101968], [-0.382896002389804, 39.48458859182072], [-0.383660345713148, 39.483912132695885], [-0.385224133995859, 39.48503288895854], [-0.383325751554844, 39.48574238101968]]]"
438,Feature,5,14,0514,Polygon,"[[[-0.378530184266666, 39.485602750630825], [-0.376766693217503, 39.48548637458862], [-0.375677364888591, 39.485412227140166], [-0.375812341985109, 39.48458647190232], [-0.378666609522815, 39.48485359893865], [-0.378530184266666, 39.485602750630825]]]"
439,Feature,6,19,0619,Polygon,"[[[-0.362362993327541, 39.48484948007461], [-0.362285987244713, 39.48482971442282], [-0.362328594010593, 39.484740594364276], [-0.362742960525047, 39.48388966654303], [-0.363398054811642, 39.48257124150984], [-0.364672531766629, 39.48297401821387], [-0.363810253314267, 39.484738186457236], [-0.363572464953611, 39.48522376691978], [-0.362362993327541, 39.48484948007461]]]"
440,Feature,14,17,1417,Polygon,"[[[-0.363370679216504, 39.48739029208315], [-0.362744835341565, 39.48693466035552], [-0.361390377850861, 39.48680030802654], [-0.361733301316934, 39.48610991878108], [-0.363061859586269, 39.48619863562493], [-0.363989796553488, 39.4868322857321], [-0.363370679216504, 39.48739029208315]]]"
441,Feature,4,2,0402,Polygon,"[[[-0.396006371748404, 39.48585159702175], [-0.395245041685671, 39.48458231622122], [-0.39698903473645, 39.48381962166258], [-0.396886793471242, 39.483677695501676], [-0.397846098125396, 39.483302798801596], [-0.397887434585166, 39.483168593313394], [-0.398178837792442, 39.48308953589133], [-0.398428648015122, 39.48299603332376], [-0.398701410281335, 39.48281295657341], [-0.398881336952801, 39.482839506556914], [-0.399084563199801, 39.482767481571635], [-0.399017861873215, 39.48321192157083], [-0.398761699000503, 39.483183665063656], [-0.39853608674895, 39.48311555264171], [-0.398200155487359, 39.4832972144886], [-0.398164559872302, 39.483589201749666], [-0.398104742335363, 39.48367344535793], [-0.397981064629427, 39.48490487419234], [-0.396006371748404, 39.48585159702175]]]"
442,Feature,5,25,0525,Polygon,"[[[-0.36822893735665, 39.485023037463726], [-0.367031462297673, 39.484946359178146], [-0.365895694076389, 39.48487106751955], [-0.363810253314267, 39.484738186457236], [-0.364672531766629, 39.48297401821387], [-0.369318482639609, 39.484358543446014], [-0.370853814776669, 39.48482121066961], [-0.370610659722067, 39.48518056198752], [-0.36822893735665, 39.485023037463726]]]"
443,Feature,11,38,1138,Polygon,"[[[-0.326467621091465, 39.48411807389762], [-0.324552417368495, 39.484096426883944], [-0.324272248134095, 39.479977424670025], [-0.324318390047263, 39.4782623035846], [-0.324279101122928, 39.47564882984075], [-0.324573797396007, 39.47455655009262], [-0.326456630511455, 39.47458196345928], [-0.326752628683133, 39.4776653081716], [-0.326715588504511, 39.47927703655574], [-0.328070029767754, 39.47944338675802], [-0.328071630977846, 39.480767721971105], [-0.328061057003692, 39.48136656558563], [-0.326740046734675, 39.48133161537968], [-0.326665823200926, 39.482775822409955], [-0.326467621091465, 39.48411807389762]]]"
444,Feature,11,39,1139,Polygon,"[[[-0.327735165974675, 39.48416530669497], [-0.326467621091465, 39.48411807389762], [-0.326665823200926, 39.482775822409955], [-0.326740046734675, 39.48133161537968], [-0.328061057003692, 39.48136656558563], [-0.328057939903709, 39.482244854694294], [-0.327735165974675, 39.48416530669497]]]"
445,Feature,5,18,0518,Polygon,"[[[-0.373238288727384, 39.48519495317786], [-0.372133783902761, 39.48513844683659], [-0.372535666795311, 39.48421062706946], [-0.373466124237254, 39.484335265081455], [-0.373238288727384, 39.48519495317786]]]"
446,Feature,14,5,1405,Polygon,"[[[-0.356669021511844, 39.484625486348065], [-0.354122729759501, 39.484382849576406], [-0.354408494795988, 39.48253806277475], [-0.354423864598831, 39.482439316699136], [-0.358488331174737, 39.483630858536735], [-0.358358091997443, 39.48373149789647], [-0.358227161108632, 39.484291566671665], [-0.358131503118799, 39.484726315068876], [-0.35672122236833, 39.48430235965961], [-0.356669021511844, 39.484625486348065]]]"
447,Feature,14,2,1402,Polygon,"[[[-0.362328594010593, 39.484740594364276], [-0.359750320181487, 39.483979352931996], [-0.359977455164529, 39.48350705133074], [-0.36007436886039, 39.48328853941978], [-0.360205300819061, 39.48288161692182], [-0.360751278156021, 39.482988612012825], [-0.361117859145814, 39.482690641519625], [-0.361344040942788, 39.48285793561089], [-0.362742960525047, 39.48388966654303], [-0.362328594010593, 39.484740594364276]]]"
448,Feature,5,27,0527,Polygon,"[[[-0.369318482639609, 39.484358543446014], [-0.369970034024978, 39.48318864492737], [-0.370492678953598, 39.482141947571996], [-0.372300523175487, 39.48252517964461], [-0.371757722042885, 39.483490350589456], [-0.370853814776669, 39.48482121066961], [-0.369318482639609, 39.484358543446014]]]"
449,Feature,4,10,0410,Polygon,"[[[-0.385224133995859, 39.48503288895854], [-0.383660345713148, 39.483912132695885], [-0.385012467258026, 39.48335249917291], [-0.385959716498042, 39.4847161171168], [-0.385224133995859, 39.48503288895854]]]"
450,Feature,5,13,0513,Polygon,"[[[-0.375812341985109, 39.48458647190232], [-0.374749842269758, 39.48449490424687], [-0.374862898978706, 39.483884864483535], [-0.37501934582776, 39.483550571398666], [-0.375990696250365, 39.483631069324], [-0.378803778139763, 39.48385221904265], [-0.378666609522815, 39.48485359893865], [-0.375812341985109, 39.48458647190232]]]"
451,Feature,5,26,0526,Polygon,"[[[-0.369970034024978, 39.48318864492737], [-0.369318482639609, 39.484358543446014], [-0.364672531766629, 39.48297401821387], [-0.366430563825684, 39.47938335835637], [-0.367443797172969, 39.477311787604066], [-0.36824596194157, 39.477059697534415], [-0.368847249586087, 39.4764697295649], [-0.369768756438507, 39.47675184735431], [-0.370587104418511, 39.47720729389099], [-0.372562205081374, 39.47843211995255], [-0.37280047157181, 39.4785681345176], [-0.371063655253602, 39.48098823634944], [-0.370492678953598, 39.482141947571996], [-0.369970034024978, 39.48318864492737]]]"
452,Feature,4,9,0409,Polygon,"[[[-0.385959716498042, 39.4847161171168], [-0.385012467258026, 39.48335249917291], [-0.38785414994372, 39.48215069137367], [-0.388838245551718, 39.48350160141366], [-0.387964910462541, 39.483869347397786], [-0.385959716498042, 39.4847161171168]]]"
453,Feature,4,3,0403,Polygon,"[[[-0.398104742335363, 39.48367344535793], [-0.398164559872302, 39.483589201749666], [-0.398200155487359, 39.4832972144886], [-0.39853608674895, 39.48311555264171], [-0.398761699000503, 39.483183665063656], [-0.399017861873215, 39.48321192157083], [-0.399084563199801, 39.482767481571635], [-0.398881336952801, 39.482839506556914], [-0.398701410281335, 39.48281295657341], [-0.398428648015122, 39.48299603332376], [-0.398079082162742, 39.482627855802676], [-0.397906295765481, 39.48256542948405], [-0.397480650866889, 39.48254238321102], [-0.397309634750658, 39.4821016281506], [-0.39724831640009, 39.48210926333898], [-0.397158255768406, 39.48191355774199], [-0.39698619320422, 39.48196826002653], [-0.396530139996372, 39.481066175830534], [-0.396943113941227, 39.48092227979002], [-0.396772825576459, 39.48059865394523], [-0.396915835167631, 39.4806018579587], [-0.397343335659259, 39.48039972902699], [-0.397642403207337, 39.48015418263924], [-0.397415644725121, 39.47982478853244], [-0.398786351222947, 39.47922937478655], [-0.401425714852966, 39.482882925817776], [-0.401123400918463, 39.48354731615563], [-0.397981064629427, 39.48490487419234], [-0.398104742335363, 39.48367344535793]]]"
454,Feature,14,15,1415,Polygon,"[[[-0.358488331174737, 39.483630858536735], [-0.358942983876627, 39.48261870299706], [-0.35911883004914, 39.482541621420914], [-0.359481526897662, 39.48148232974948], [-0.361117859145814, 39.482690641519625], [-0.360751278156021, 39.482988612012825], [-0.360205300819061, 39.48288161692182], [-0.36007436886039, 39.48328853941978], [-0.359977455164529, 39.48350705133074], [-0.359750320181487, 39.483979352931996], [-0.358488331174737, 39.483630858536735]]]"
455,Feature,6,16,0616,Polygon,"[[[-0.361344040942788, 39.48285793561089], [-0.361795754603028, 39.48192227612904], [-0.362130160420771, 39.48218661774737], [-0.363398054811642, 39.48257124150984], [-0.362742960525047, 39.48388966654303], [-0.361344040942788, 39.48285793561089]]]"
456,Feature,4,22,0422,Polygon,"[[[-0.39698903473645, 39.48381962166258], [-0.395245041685671, 39.48458231622122], [-0.39338938695193, 39.482031764926305], [-0.395384652830132, 39.48119365210678], [-0.3956341425056, 39.48190643150171], [-0.396886793471242, 39.483677695501676], [-0.39698903473645, 39.48381962166258]]]"
457,Feature,14,1,1401,Polygon,"[[[-0.358488331174737, 39.483630858536735], [-0.354423864598831, 39.482439316699136], [-0.35463861446801, 39.48118298380643], [-0.355607361829352, 39.48194375234893], [-0.357123662534314, 39.48069901277426], [-0.357460563008736, 39.480877841584416], [-0.35768733014804, 39.48062624993586], [-0.357424861071337, 39.480381549155375], [-0.357668719920557, 39.480139354988886], [-0.359481526897662, 39.48148232974948], [-0.35911883004914, 39.482541621420914], [-0.358942983876627, 39.48261870299706], [-0.358488331174737, 39.483630858536735]]]"
458,Feature,5,7,0507,Polygon,"[[[-0.380554152508375, 39.48402682511855], [-0.380234724630326, 39.48212328306873], [-0.381054598763252, 39.48223185365862], [-0.383016171237735, 39.48349673636516], [-0.382438121985583, 39.484010726637706], [-0.380554152508375, 39.48402682511855]]]"
459,Feature,5,11,0511,Polygon,"[[[-0.375990696250365, 39.483631069324], [-0.375992447524757, 39.48300500145519], [-0.375955000044468, 39.48278344159508], [-0.375954103993772, 39.482517663508894], [-0.376630725944271, 39.481005960823815], [-0.377954834803214, 39.481616913520305], [-0.379109126107491, 39.48197177585866], [-0.378803778139763, 39.48385221904265], [-0.375990696250365, 39.483631069324]]]"
460,Feature,4,7,0407,Polygon,"[[[-0.383660345713148, 39.483912132695885], [-0.383016171237735, 39.48349673636516], [-0.381054598763252, 39.48223185365862], [-0.383395237386326, 39.48115849577271], [-0.383480248275338, 39.48111987084289], [-0.385012467258026, 39.48335249917291], [-0.383660345713148, 39.483912132695885]]]"
461,Feature,5,10,0510,Polygon,"[[[-0.37501934582776, 39.483550571398666], [-0.37503600683506, 39.4800375386948], [-0.376630725944271, 39.481005960823815], [-0.375954103993772, 39.482517663508894], [-0.375955000044468, 39.48278344159508], [-0.375992447524757, 39.48300500145519], [-0.375990696250365, 39.483631069324], [-0.37501934582776, 39.483550571398666]]]"
462,Feature,11,37,1137,Polygon,"[[[-0.329121002914586, 39.482413485306694], [-0.328057939903709, 39.482244854694294], [-0.328061057003692, 39.48136656558563], [-0.328071630977846, 39.480767721971105], [-0.329455282944372, 39.48091220589476], [-0.329121002914586, 39.482413485306694]]]"
463,Feature,6,18,0618,Polygon,"[[[-0.363398054811642, 39.48257124150984], [-0.364123586901657, 39.48106072259417], [-0.364426153763146, 39.48043697465036], [-0.365133891977872, 39.47901162822892], [-0.366430563825684, 39.47938335835637], [-0.364672531766629, 39.48297401821387], [-0.363398054811642, 39.48257124150984]]]"
464,Feature,4,4,0404,Polygon,"[[[-0.397846098125396, 39.483302798801596], [-0.396886793471242, 39.483677695501676], [-0.3956341425056, 39.48190643150171], [-0.395384652830132, 39.48119365210678], [-0.396189341420703, 39.48083332030144], [-0.396772825576459, 39.48059865394523], [-0.396943113941227, 39.48092227979002], [-0.396530139996372, 39.481066175830534], [-0.39698619320422, 39.48196826002653], [-0.397158255768406, 39.48191355774199], [-0.39724831640009, 39.48210926333898], [-0.397309634750658, 39.4821016281506], [-0.397480650866889, 39.48254238321102], [-0.397906295765481, 39.48256542948405], [-0.398079082162742, 39.482627855802676], [-0.398428648015122, 39.48299603332376], [-0.398178837792442, 39.48308953589133], [-0.397887434585166, 39.483168593313394], [-0.397846098125396, 39.483302798801596]]]"
465,Feature,6,22,0622,Polygon,"[[[-0.361117859145814, 39.482690641519625], [-0.359481526897662, 39.48148232974948], [-0.359503986816696, 39.481464822708205], [-0.360307750515673, 39.48080743116195], [-0.361524985432844, 39.48170442234595], [-0.361795754603028, 39.48192227612904], [-0.361344040942788, 39.48285793561089], [-0.361117859145814, 39.482690641519625]]]"
466,Feature,4,8,0408,Polygon,"[[[-0.385012467258026, 39.48335249917291], [-0.383480248275338, 39.48111987084289], [-0.386151680966291, 39.47980616514378], [-0.38785414994372, 39.48215069137367], [-0.385012467258026, 39.48335249917291]]]"
467,Feature,14,21,1421,Polygon,"[[[-0.35155982969209, 39.48155427293342], [-0.352651771701461, 39.48071431986069], [-0.352871857660178, 39.48054366404606], [-0.353321640085594, 39.480198065695504], [-0.353893269985652, 39.47958948296392], [-0.354671082714045, 39.478544163740416], [-0.35488974051761, 39.47808519190885], [-0.355607658091219, 39.4786195359834], [-0.356776063100267, 39.479479430632026], [-0.35463861446801, 39.48118298380643], [-0.354423864598831, 39.482439316699136], [-0.35155982969209, 39.48155427293342]]]"
468,Feature,14,13,1413,Polygon,"[[[-0.363989796553488, 39.4868322857321], [-0.364706307159525, 39.48625396323579], [-0.365391124147885, 39.48570644812489], [-0.366714978513323, 39.486650846019785], [-0.36527006415312, 39.48783426783216], [-0.363989796553488, 39.4868322857321]]]"
469,Feature,5,17,0517,Polygon,"[[[-0.369116411663414, 39.48738540695641], [-0.369831267711036, 39.486329552396576], [-0.370610659722067, 39.48518056198752], [-0.370853814776669, 39.48482121066961], [-0.371757722042885, 39.483490350589456], [-0.372300523175487, 39.48252517964461], [-0.373089239019899, 39.481299808270236], [-0.374344775676511, 39.479503917485786], [-0.37503600683506, 39.4800375386948], [-0.37501934582776, 39.483550571398666], [-0.374862898978706, 39.483884864483535], [-0.374583739435842, 39.4841398102827], [-0.374280202869914, 39.48444375256162], [-0.373466124237254, 39.484335265081455], [-0.372535666795311, 39.48421062706946], [-0.371997014644056, 39.48413988800819], [-0.370968280317115, 39.48569764810986], [-0.371551689710831, 39.486490103254404], [-0.370991935261209, 39.48792334050544], [-0.369116411663414, 39.48738540695641]]]"
470,Feature,5,29,0529,Polygon,"[[[-0.378110748350492, 39.48798510597734], [-0.377733217516289, 39.4869135552143], [-0.378143117191109, 39.48635075082073], [-0.379000182437864, 39.48643765341547], [-0.379452900264597, 39.48771359256345], [-0.378110748350492, 39.48798510597734]]]"
471,Feature,14,8,1408,Polygon,"[[[-0.357556666691776, 39.487222173874045], [-0.357593466997484, 39.487056349370945], [-0.357405947686236, 39.487038571409094], [-0.356268621925136, 39.48692711508761], [-0.356428112796205, 39.485939784046714], [-0.357809056443928, 39.48608380530274], [-0.358801771575879, 39.486214481062866], [-0.359308819393744, 39.48627555436465], [-0.359372545570422, 39.48672293478748], [-0.359352864065135, 39.486839600943554], [-0.359345789904768, 39.48698808417953], [-0.359358792368311, 39.48718206734693], [-0.359297799427772, 39.48746896039218], [-0.357556666691776, 39.487222173874045]]]"
472,Feature,5,2,0502,Polygon,"[[[-0.379452900264597, 39.48771359256345], [-0.379000182437864, 39.48643765341547], [-0.378143117191109, 39.48635075082073], [-0.378530184266666, 39.485602750630825], [-0.381884577999657, 39.48582702909372], [-0.381552618389426, 39.48621142859236], [-0.381303340995222, 39.48663822998528], [-0.381225469347864, 39.48669953602125], [-0.381061883554418, 39.48706971144214], [-0.381637621918996, 39.487276375309676], [-0.38019427925957, 39.48757265867891], [-0.379452900264597, 39.48771359256345]]]"
473,Feature,5,5,0505,Polygon,"[[[-0.386436159892885, 39.48784385951408], [-0.38609107195779, 39.48693071823343], [-0.38509037927821, 39.48714693276546], [-0.384949352187794, 39.48676088733804], [-0.383949897226745, 39.48696360678131], [-0.383692115063961, 39.486300164420214], [-0.383551829844799, 39.48610782188981], [-0.382974428319384, 39.48608130483348], [-0.382726412699986, 39.486048692050105], [-0.382274585661973, 39.48594842586688], [-0.381884577999657, 39.48582702909372], [-0.382808730388579, 39.485694701104634], [-0.383325751554844, 39.48574238101968], [-0.385224133995859, 39.48503288895854], [-0.387305237011226, 39.48660218189573], [-0.387545782593793, 39.48681479175017], [-0.38824307996487, 39.48744306245868], [-0.386436159892885, 39.48784385951408]]]"
474,Feature,5,16,0516,Polygon,"[[[-0.377267106168454, 39.48750211543332], [-0.375917293118618, 39.48695363565276], [-0.376265404049506, 39.48635340749762], [-0.376766693217503, 39.48548637458862], [-0.378530184266666, 39.485602750630825], [-0.378143117191109, 39.48635075082073], [-0.377733217516289, 39.4869135552143], [-0.377267106168454, 39.48750211543332]]]"
475,Feature,4,15,0415,Polygon,"[[[-0.393277818716949, 39.48702010706731], [-0.392074242896841, 39.48755164034126], [-0.391219242806807, 39.486320770414615], [-0.392578905905783, 39.4857341919271], [-0.393434428323676, 39.486951550589005], [-0.393277818716949, 39.48702010706731]]]"
476,Feature,14,12,1412,Polygon,"[[[-0.363989796553488, 39.4868322857321], [-0.363061859586269, 39.48619863562493], [-0.361733301316934, 39.48610991878108], [-0.362080914090456, 39.48541062616882], [-0.362362993327541, 39.48484948007461], [-0.363572464953611, 39.48522376691978], [-0.363541657859925, 39.485385225041924], [-0.364706307159525, 39.48625396323579], [-0.363989796553488, 39.4868322857321]]]"
477,Feature,5,19,0519,Polygon,"[[[-0.371551689710831, 39.486490103254404], [-0.370968280317115, 39.48569764810986], [-0.371997014644056, 39.48413988800819], [-0.372535666795311, 39.48421062706946], [-0.372133783902761, 39.48513844683659], [-0.373238288727384, 39.48519495317786], [-0.373466124237254, 39.484335265081455], [-0.374280202869914, 39.48444375256162], [-0.374071908836173, 39.48466876797306], [-0.373784245619263, 39.48534242586619], [-0.373212325773195, 39.48532499288345], [-0.372733737131479, 39.486688004022234], [-0.372189437511297, 39.48668920798448], [-0.371551689710831, 39.486490103254404]]]"
478,Feature,5,15,0515,Polygon,"[[[-0.372733737131479, 39.486688004022234], [-0.373212325773195, 39.48532499288345], [-0.373784245619263, 39.48534242586619], [-0.374071908836173, 39.48466876797306], [-0.374280202869914, 39.48444375256162], [-0.374583739435842, 39.4841398102827], [-0.374862898978706, 39.483884864483535], [-0.374749842269758, 39.48449490424687], [-0.375812341985109, 39.48458647190232], [-0.375677364888591, 39.485412227140166], [-0.376766693217503, 39.48548637458862], [-0.376265404049506, 39.48635340749762], [-0.374809125171924, 39.486491678887276], [-0.372733737131479, 39.486688004022234]]]"
479,Feature,4,14,0414,Polygon,"[[[-0.390171843588159, 39.48706749592979], [-0.388949940406461, 39.486729241561484], [-0.389224039475717, 39.485929118542565], [-0.390115672563883, 39.48553925240559], [-0.390466854458019, 39.48603811675387], [-0.390653093819686, 39.48610986499818], [-0.390171843588159, 39.48706749592979]]]"
480,Feature,5,22,0522,Polygon,"[[[-0.368855926451619, 39.4862579211748], [-0.36869499419972, 39.48655606919132], [-0.367607508395623, 39.48627919118408], [-0.366553246321576, 39.48600756040388], [-0.367031462297673, 39.484946359178146], [-0.36822893735665, 39.485023037463726], [-0.370610659722067, 39.48518056198752], [-0.369831267711036, 39.486329552396576], [-0.369439882634296, 39.48622610013569], [-0.369333636171882, 39.486403869261984], [-0.368855926451619, 39.4862579211748]]]"
481,Feature,11,33,1133,Polygon,"[[[-0.331507170227442, 39.48562150327623], [-0.330838830156565, 39.485389911410245], [-0.330367069506939, 39.48499617784794], [-0.32920990984595, 39.48462719903248], [-0.329375817443703, 39.48384274791535], [-0.32967247552876, 39.482489247260546], [-0.329121002914586, 39.482413485306694], [-0.329455282944372, 39.48091220589476], [-0.329662424043158, 39.479980058346335], [-0.329850603988952, 39.478916845895995], [-0.330376704251085, 39.47893346381359], [-0.332762365332138, 39.4791505224848], [-0.332542268582894, 39.48046074632994], [-0.331507170227442, 39.48562150327623]]]"
482,Feature,14,7,1407,Polygon,"[[[-0.357809056443928, 39.48608380530274], [-0.358131503118799, 39.484726315068876], [-0.358227161108632, 39.484291566671665], [-0.360562217342405, 39.48497074274451], [-0.360367673233726, 39.48556089932005], [-0.360298162201404, 39.48599624349439], [-0.358882396875334, 39.48579290357103], [-0.358801771575879, 39.486214481062866], [-0.357809056443928, 39.48608380530274]]]"
483,Feature,16,27,1627,Polygon,"[[[-0.393434428323676, 39.486951550589005], [-0.392578905905783, 39.4857341919271], [-0.395245041685671, 39.48458231622122], [-0.396006371748404, 39.48585159702175], [-0.393434428323676, 39.486951550589005]]]"
484,Feature,5,21,0521,Polygon,"[[[-0.365391124147885, 39.48570644812489], [-0.364706307159525, 39.48625396323579], [-0.363541657859925, 39.485385225041924], [-0.363572464953611, 39.48522376691978], [-0.363810253314267, 39.484738186457236], [-0.365895694076389, 39.48487106751955], [-0.365568464043401, 39.48564740814123], [-0.365391124147885, 39.48570644812489]]]"
485,Feature,14,6,1406,Polygon,"[[[-0.357809056443928, 39.48608380530274], [-0.356428112796205, 39.485939784046714], [-0.356669021511844, 39.484625486348065], [-0.35672122236833, 39.48430235965961], [-0.358131503118799, 39.484726315068876], [-0.357809056443928, 39.48608380530274]]]"
486,Feature,4,11,0411,Polygon,"[[[-0.388949940406461, 39.486729241561484], [-0.388586447445348, 39.486617471873004], [-0.388276801530728, 39.48597990007394], [-0.387446158277143, 39.48631256658328], [-0.387305237011226, 39.48660218189573], [-0.385224133995859, 39.48503288895854], [-0.385959716498042, 39.4847161171168], [-0.387964910462541, 39.483869347397786], [-0.389119855547948, 39.48554841028902], [-0.389890049326786, 39.48521887813352], [-0.390115672563883, 39.48553925240559], [-0.389224039475717, 39.485929118542565], [-0.388949940406461, 39.486729241561484]]]"
487,Feature,14,4,1404,Polygon,"[[[-0.353886483980572, 39.48568823933876], [-0.354122729759501, 39.484382849576406], [-0.356669021511844, 39.484625486348065], [-0.356428112796205, 39.485939784046714], [-0.353886483980572, 39.48568823933876]]]"
